"sample_Id","Ecological.Quality.Class","Ecological.Quality.Ratio_DJ","Ecological.Quality.Ratio_ASPT","BMWP","ASPT","Saprobic.Index.following.Zelinka...Marvan..1961..2","Danish.Stream.Fauna.Index","DJ.Index","Site.ID","Sampling.date"
"104000141_15.09.2011","H",1.8,1.21,175,6.481,1.604,7,14,"104000141","15.09.2011"
"104000141_28.09.2005","H",1.8,1.15,160,6.154,1.589,7,14,"104000141","28.09.2005"
"104000142_01.10.2006","H",1,1.06,215,6.935,1.724,7,14,"104000142","01.10.2006"
"104000142_01.10.2012","H",1,1.04,177,6.808,1.571,7,14,"104000142","01.10.2012"
"104000142_02.10.2009","H",0.89,1.06,194,6.929,1.677,7,13,"104000142","02.10.2009"
"104000142_02.10.2013","H",1.11,1.07,181,6.962,1.482,7,15,"104000142","02.10.2013"
"104000142_05.09.2005","H",1,1.04,204,6.8,1.717,7,14,"104000142","05.09.2005"
"104000142_07.10.2011","H",1.11,1.1,209,7.207,1.491,7,15,"104000142","07.10.2011"
"104000142_08.10.2007","H",1,1.04,203,6.767,1.698,7,14,"104000142","08.10.2007"
"104000142_24.09.2016","H",1,1,195,6.5,1.541,7,14,"104000142","24.09.2016"
"104000142_24.10.2004","H",0.89,1.04,170,6.8,1.814,7,13,"104000142","24.10.2004"
"104000142_28.09.2017","H",1.11,1.09,185,7.115,1.482,7,15,"104000142","28.09.2017"
"104000142_29.09.2010","H",1.11,1.1,186,7.154,1.659,7,15,"104000142","29.09.2010"
"104000142_29.09.2015","H",1,1.02,194,6.69,1.477,7,14,"104000142","29.09.2015"
"104000142_29.09.2018","H",1.11,1.07,182,7,1.353,7,15,"104000142","29.09.2018"
"104000142_29.09.2019","H",1.11,1.07,188,6.963,1.603,7,15,"104000142","29.09.2019"
"104000142_30.09.2008","H",1.11,1.1,201,7.179,1.689,7,15,"104000142","30.09.2008"
"104000142_30.09.2014","H",1,1.04,204,6.8,1.492,7,14,"104000142","30.09.2014"
"104000145_03.09.2010","H",1.11,1.01,212,6.625,1.801,7,15,"104000145","03.09.2010"
"104000145_05.10.2011","H",1.11,1.07,217,7,1.863,7,15,"104000145","05.10.2011"
"104000145_08.09.2016","H",1.11,1.07,231,7,1.879,7,15,"104000145","08.09.2016"
"104000145_10.09.2018","H",1.11,1.05,247,6.861,1.806,7,15,"104000145","10.09.2018"
"104000145_12.09.2012","H",1.11,1.01,231,6.6,1.888,7,15,"104000145","12.09.2012"
"104000145_14.09.2013","H",1.11,1.07,209,6.967,1.872,7,15,"104000145","14.09.2013"
"104000145_14.09.2014","H",1.11,1.03,236,6.743,1.811,7,15,"104000145","14.09.2014"
"104000145_15.09.2005","H",1.11,1.08,226,7.062,1.835,7,15,"104000145","15.09.2005"
"104000145_15.09.2006","H",1.11,1.02,219,6.636,1.816,7,15,"104000145","15.09.2006"
"104000145_15.09.2008","H",1.11,1.03,236,6.743,1.844,7,15,"104000145","15.09.2008"
"104000145_17.09.2009","H",1.11,1.03,216,6.75,1.762,7,15,"104000145","17.09.2009"
"104000145_18.09.2017","H",1.11,1,203,6.548,1.804,7,15,"104000145","18.09.2017"
"104000145_19.09.2019","H",1.11,1.07,216,6.968,1.838,7,15,"104000145","19.09.2019"
"104000145_20.10.2004","H",1,1.07,196,7,1.833,7,14,"104000145","20.10.2004"
"104000145_26.09.2007","H",1.11,1,208,6.5,1.854,7,15,"104000145","26.09.2007"
"104000146_10.09.2005","H",1.11,1.03,199,6.862,1.751,7,15,"104000146","10.09.2005"
"104000146_16.09.2010","H",1.11,1.06,226,7.062,1.813,7,15,"104000146","16.09.2010"
"104000146_20.09.2014","H",1.11,1.01,203,6.767,1.758,7,15,"104000146","20.09.2014"
"104000146_21.09.2006","H",1.11,1.01,209,6.742,1.862,7,15,"104000146","21.09.2006"
"104000146_22.09.2012","H",1.11,0.98,197,6.567,1.515,7,15,"104000146","22.09.2012"
"104000146_22.09.2013","H",1,1.03,219,6.844,1.647,7,14,"104000146","22.09.2013"
"104000146_22.10.2004","H",0.89,1,186,6.643,2.027,7,13,"104000146","22.10.2004"
"104000146_23.09.2008","H",1,1.03,214,6.903,1.805,7,14,"104000146","23.09.2008"
"104000146_26.09.2009","H",1,1.02,205,6.833,1.661,7,14,"104000146","26.09.2009"
"104000146_29.09.2007","H",1.11,1.01,203,6.767,1.795,7,15,"104000146","29.09.2007"
"104000146_30.09.2011","H",1,1.04,195,6.964,1.51,7,14,"104000146","30.09.2011"
"104000147_03.09.2010","H",0.89,0.93,115,6.053,1.494,7,13,"104000147","03.09.2010"
"104000147_06.10.2011","G",1,0.9,94,5.875,1.64,7,14,"104000147","06.10.2011"
"104000147_07.09.2016","H",0.89,0.93,115,6.053,1.5,7,13,"104000147","07.09.2016"
"104000147_10.09.2018","G",0.78,0.95,99,6.188,1.579,6,12,"104000147","10.09.2018"
"104000147_12.09.2012","H",1,0.96,88,6.286,1.557,7,14,"104000147","12.09.2012"
"104000147_12.09.2015","G",1,0.88,92,5.75,1.683,6,14,"104000147","12.09.2015"
"104000147_14.09.2008","H",1,0.93,103,6.059,1.676,7,14,"104000147","14.09.2008"
"104000147_14.09.2013","G",0.89,0.88,103,5.722,1.784,6,13,"104000147","14.09.2013"
"104000147_14.09.2014","H",0.89,0.92,114,6,1.704,7,13,"104000147","14.09.2014"
"104000147_15.09.2006","G",1,0.9,94,5.875,1.725,7,14,"104000147","15.09.2006"
"104000147_16.09.2005","H",1.11,1.01,106,6.625,1.853,7,15,"104000147","16.09.2005"
"104000147_17.09.2009","H",0.89,0.96,88,6.286,1.637,6,13,"104000147","17.09.2009"
"104000147_18.09.2017","G",0.89,0.89,116,5.8,1.686,7,13,"104000147","18.09.2017"
"104000147_19.09.2019","H",0.89,0.91,107,5.944,1.542,7,13,"104000147","19.09.2019"
"104000147_20.09.2007","G",0.89,0.9,82,5.857,1.819,6,13,"104000147","20.09.2007"
"104000148_02.11.2004","H",1.2,1.08,122,5.81,2.015,6,11,"104000148","02.11.2004"
"104000148_07.09.2019","H",1.4,1.17,207,6.273,1.892,7,12,"104000148","07.09.2019"
"104000148_09.09.2015","H",1.4,1.17,214,6.294,1.846,7,12,"104000148","09.09.2015"
"104000148_12.09.2018","H",1.4,1.08,192,5.818,1.801,7,12,"104000148","12.09.2018"
"104000148_13.09.2013","H",1.4,1.12,193,6.031,1.779,6,12,"104000148","13.09.2013"
"104000148_13.09.2016","H",1.6,1.2,225,6.429,1.792,7,13,"104000148","13.09.2016"
"104000148_13.09.2017","H",1.6,1.2,206,6.438,1.831,7,13,"104000148","13.09.2017"
"104000148_17.09.2010","H",1.4,1.16,187,6.233,1.897,7,12,"104000148","17.09.2010"
"104000148_18.09.2008","H",1.2,1.13,194,6.062,1.956,7,11,"104000148","18.09.2008"
"104000148_19.09.2007","H",1.2,1.16,174,6.214,2.072,6,11,"104000148","19.09.2007"
"104000148_19.09.2012","H",1.4,1.13,212,6.057,1.833,6,12,"104000148","19.09.2012"
"104000148_20.09.2009","H",1.4,1.18,229,6.361,1.926,7,12,"104000148","20.09.2009"
"104000148_22.09.2014","H",1.4,1.13,218,6.056,1.89,7,12,"104000148","22.09.2014"
"104000148_24.09.2006","H",1.4,1.15,191,6.161,1.963,7,12,"104000148","24.09.2006"
"104000148_25.09.2005","H",1.2,1.15,191,6.161,1.978,7,11,"104000148","25.09.2005"
"104000148_26.09.2011","H",1.4,1.14,190,6.129,1.842,7,12,"104000148","26.09.2011"
"104000149_03.10.2011","H",2,1.25,229,6.735,1.625,7,15,"104000149","03.10.2011"
"104000149_09.09.2007","H",1.8,1.27,267,6.846,1.739,7,14,"104000149","09.09.2007"
"104000149_11.09.2008","H",1.8,1.21,202,6.516,1.808,7,14,"104000149","11.09.2008"
"104000149_11.09.2019","H",1.8,1.23,232,6.629,1.663,7,14,"104000149","11.09.2019"
"104000149_14.09.2015","H",2,1.31,190,7.037,1.624,7,15,"104000149","14.09.2015"
"104000149_16.09.2018","H",2,1.28,254,6.865,1.638,7,15,"104000149","16.09.2018"
"104000149_17.09.2006","H",1.6,1.23,244,6.595,1.767,7,13,"104000149","17.09.2006"
"104000149_18.09.2013","H",2,1.3,252,7,1.595,7,15,"104000149","18.09.2013"
"104000149_18.09.2016","H",2,1.28,199,6.862,1.756,7,15,"104000149","18.09.2016"
"104000149_19.09.2017","H",2,1.23,205,6.613,1.652,7,15,"104000149","19.09.2017"
"104000149_22.09.2005","H",1.8,1.19,242,6.368,1.767,7,14,"104000149","22.09.2005"
"104000149_27.09.2010","H",2,1.29,229,6.939,1.801,7,15,"104000149","27.09.2010"
"104000149_27.09.2014","H",2,1.3,189,7,1.786,7,15,"104000149","27.09.2014"
"104000149_28.09.2012","H",1.8,1.2,194,6.467,1.789,7,14,"104000149","28.09.2012"
"104000149_30.09.2009","H",2,1.27,246,6.833,1.754,7,15,"104000149","30.09.2009"
"104000153_02.10.2007","H",1,0.96,83,6.385,2.089,7,14,"104000153","02.10.2007"
"104000153_09.09.2005","H",1,0.96,83,6.385,1.98,7,14,"104000153","09.09.2005"
"104000153_16.09.2010","H",1,1,100,6.667,1.988,7,14,"104000153","16.09.2010"
"104000153_20.09.2014","H",1,0.96,90,6.429,2.018,7,14,"104000153","20.09.2014"
"104000153_21.09.2012","H",1,1,93,6.643,2,7,14,"104000153","21.09.2012"
"104000153_22.09.2013","H",1,0.96,90,6.429,1.988,7,14,"104000153","22.09.2013"
"104000153_23.09.2006","H",0.89,0.91,73,6.083,2.046,7,13,"104000153","23.09.2006"
"104000153_24.09.2008","H",1,0.98,98,6.533,2.005,7,14,"104000153","24.09.2008"
"104000153_27.09.2009","H",0.89,0.92,86,6.143,2.004,7,13,"104000153","27.09.2009"
"104000153_29.09.2011","H",1,0.96,83,6.385,2.011,7,14,"104000153","29.09.2011"
"104000155_11.09.2013","H",1.4,1.16,156,6.24,1.412,7,12,"104000155","11.09.2013"
"104000155_13.09.2007","H",1.8,1.12,151,6.04,1.555,7,14,"104000155","13.09.2007"
"104000155_13.09.2012","H",1.6,1.11,155,5.962,1.414,7,13,"104000155","13.09.2012"
"104000155_14.09.2010","H",1.4,1.09,141,5.875,1.661,7,12,"104000155","14.09.2010"
"104000155_15.09.2008","H",1.8,1.12,162,6,1.618,7,14,"104000155","15.09.2008"
"104000155_16.09.2009","H",1.8,1.11,149,5.96,1.64,7,14,"104000155","16.09.2009"
"104000155_20.09.2014","H",1.6,1.17,163,6.269,1.479,7,13,"104000155","20.09.2014"
"104000155_21.09.2006","H",1.8,1.14,172,6.143,1.524,7,14,"104000155","21.09.2006"
"104000155_23.09.2011","H",1.6,1.13,146,6.083,1.427,7,13,"104000155","23.09.2011"
"104000155_26.09.2005","H",1.6,1.15,167,6.185,1.602,7,13,"104000155","26.09.2005"
"104000156_01.06.2004","H",1.11,1,124,6.526,1.807,7,15,"104000156","01.06.2004"
"104000156_01.06.2019","H",1.11,1.05,179,6.885,1.834,7,15,"104000156","01.06.2019"
"104000156_03.06.2011","H",1,1.05,157,6.826,1.862,7,14,"104000156","03.06.2011"
"104000156_03.06.2013","H",1,1.01,139,6.619,1.753,7,14,"104000156","03.06.2013"
"104000156_04.06.1999","H",1,1.02,167,6.68,1.779,7,14,"104000156","04.06.1999"
"104000156_04.06.2014","H",1,1.04,149,6.773,1.702,7,14,"104000156","04.06.2014"
"104000156_06.06.2006","H",0.89,0.96,119,6.263,1.814,7,13,"104000156","06.06.2006"
"104000156_07.06.1997","H",1,1.06,159,6.913,1.76,7,14,"104000156","07.06.1997"
"104000156_07.06.2003","H",1,1.04,169,6.76,1.734,7,14,"104000156","07.06.2003"
"104000156_09.06.2000","H",0.89,1.08,176,7.04,1.846,7,13,"104000156","09.06.2000"
"104000156_13.06.2018","G",0.78,0.95,149,6.208,1.77,7,12,"104000156","13.06.2018"
"104000156_14.06.2005","H",1,0.93,116,6.105,1.788,7,14,"104000156","14.06.2005"
"104000156_16.06.2009","H",1,1.03,134,6.7,1.705,7,14,"104000156","16.06.2009"
"104000156_16.06.2012","H",1.11,1.01,138,6.571,1.836,7,15,"104000156","16.06.2012"
"104000156_24.05.2008","H",1,1.03,161,6.708,1.753,7,14,"104000156","24.05.2008"
"104000156_26.05.2007","H",1.11,1.03,161,6.708,1.745,7,15,"104000156","26.05.2007"
"104000156_28.05.2002","H",1.11,1.01,132,6.6,1.823,7,15,"104000156","28.05.2002"
"104000156_29.05.2010","H",1.11,1.01,152,6.609,1.814,7,15,"104000156","29.05.2010"
"104000156_29.05.2015","H",1.11,1.04,149,6.773,1.775,7,15,"104000156","29.05.2015"
"104000156_29.05.2016","H",1.11,1.01,151,6.565,1.817,7,15,"104000156","29.05.2016"
"104000156_31.05.1998","H",0.89,1.05,165,6.875,1.842,7,13,"104000156","31.05.1998"
"104000156_31.05.2017","H",1.11,1.07,153,6.955,1.682,7,15,"104000156","31.05.2017"
"104000159_02.05.2006","H",0.89,0.92,114,6,1.689,0,13,"104000159","02.05.2006"
"104000159_04.05.2010","G",0.89,0.89,133,5.783,1.888,7,13,"104000159","04.05.2010"
"104000159_08.05.2011","H",0.89,0.95,137,6.227,1.892,7,13,"104000159","08.05.2011"
"104000159_11.05.2007","G",0.78,0.93,139,6.043,1.965,6,12,"104000159","11.05.2007"
"104000159_11.05.2013","G",0.78,0.96,151,6.292,1.961,7,12,"104000159","11.05.2013"
"104000159_13.05.2012","H",0.89,0.94,129,6.143,1.947,7,13,"104000159","13.05.2012"
"104000159_18.04.2015","G",0.67,0.95,142,6.174,1.967,6,11,"104000159","18.04.2015"
"104000159_24.04.2009","G",0.78,0.96,156,6.24,1.95,7,12,"104000159","24.04.2009"
"104000159_26.05.2008","G",0.67,0.79,67,5.154,2.069,0,11,"104000159","26.05.2008"
"104000162_01.06.2014","G",0.78,0.93,73,6.083,1.576,6,12,"104000162","01.06.2014"
"104000162_04.06.2002","G",0.89,0.88,92,5.75,1.446,5,13,"104000162","04.06.2002"
"104000162_04.06.2004","G",0.67,0.92,102,6,1.729,6,11,"104000162","04.06.2004"
"104000162_04.06.2018","G",0.89,0.89,87,5.8,1.602,5,13,"104000162","04.06.2018"
"104000162_05.06.2012","G",0.78,0.92,72,6,1.367,5,12,"104000162","05.06.2012"
"104000162_06.06.2011","G",0.67,0.88,69,5.75,1.459,0,11,"104000162","06.06.2011"
"104000162_07.06.1997","H",0.89,0.96,69,6.273,1.169,5,13,"104000162","07.06.1997"
"104000162_07.06.1999","H",1.11,1.01,99,6.6,1.142,6,15,"104000162","07.06.1999"
"104000162_07.06.2006","G",0.78,0.88,98,5.765,1.71,5,12,"104000162","07.06.2006"
"104000162_08.06.2000","G",0.78,0.92,78,6,1.495,6,12,"104000162","08.06.2000"
"104000162_12.06.2003","G",0.89,0.89,87,5.8,1.661,5,13,"104000162","12.06.2003"
"104000162_17.06.2009","G",0.67,0.79,77,5.133,1.237,4,11,"104000162","17.06.2009"
"104000162_18.06.2005","M",0.56,0.88,86,5.733,1.967,5,10,"104000162","18.06.2005"
"104000162_19.05.2008","G",0.67,0.85,89,5.562,1.478,6,11,"104000162","19.05.2008"
"104000162_24.05.2010","G",0.67,0.94,74,6.167,1.738,5,11,"104000162","24.05.2010"
"104000162_26.05.2016","G",0.67,0.92,96,6,1.354,5,11,"104000162","26.05.2016"
"104000162_28.05.2007","H",0.89,0.98,96,6.4,1.729,6,13,"104000162","28.05.2007"
"104000162_28.05.2015","G",0.78,0.88,86,5.733,1.517,5,12,"104000162","28.05.2015"
"104000162_29.05.2013","H",0.89,0.91,89,5.933,1.176,6,13,"104000162","29.05.2013"
"104000162_29.05.2017","G",0.78,0.93,103,6.059,1.394,5,12,"104000162","29.05.2017"
"104000162_29.05.2019","H",0.89,0.94,104,6.118,1.365,6,13,"104000162","29.05.2019"
"104000162_30.05.1998","H",0.89,0.92,78,6,1.22,6,13,"104000162","30.05.1998"
"104000162_30.05.2001","H",1,0.97,76,6.333,1.21,6,14,"104000162","30.05.2001"
"104000163_02.10.2007","H",1.11,1.03,81,6.75,1.622,7,15,"104000163","02.10.2007"
"104000163_08.09.2005","H",1.11,0.98,96,6.4,1.43,7,15,"104000163","08.09.2005"
"104000163_12.10.2012","H",1.11,1.07,91,7,1.297,7,15,"104000163","12.10.2012"
"104000163_18.09.2016","H",1.11,1.03,81,6.75,1.36,7,15,"104000163","18.09.2016"
"104000163_21.09.2018","H",1.11,1.03,101,6.733,1.375,7,15,"104000163","21.09.2018"
"104000163_22.09.2017","H",1.11,1.01,86,6.615,1.306,7,15,"104000163","22.09.2017"
"104000163_23.09.2010","H",1.11,1.01,86,6.615,1.456,7,15,"104000163","23.09.2010"
"104000163_24.09.2006","H",1.11,0.98,96,6.4,1.553,7,15,"104000163","24.09.2006"
"104000163_24.09.2019","H",1.11,0.99,71,6.455,1.316,7,15,"104000163","24.09.2019"
"104000163_25.09.2008","H",1.11,1.04,95,6.786,1.516,7,15,"104000163","25.09.2008"
"104000163_26.09.2014","H",1.11,1.07,84,7,1.33,7,15,"104000163","26.09.2014"
"104000163_27.09.2013","H",1.11,1.05,110,6.875,1.325,7,15,"104000163","27.09.2013"
"104000163_27.09.2015","H",1.11,1.04,75,6.818,1.381,7,15,"104000163","27.09.2015"
"104000163_28.09.2009","H",1.11,1.13,96,7.385,1.593,7,15,"104000163","28.09.2009"
"104000163_28.09.2011","H",1.11,1.01,86,6.615,1.304,7,15,"104000163","28.09.2011"
"104000165_13.10.2014","H",0.89,1.07,167,6.958,1.779,7,13,"104000165","13.10.2014"
"104000165_14.10.2015","H",1,1.02,194,6.69,1.781,7,14,"104000165","14.10.2015"
"104000165_15.10.2012","H",1,1.05,178,6.846,1.788,7,14,"104000165","15.10.2012"
"104000165_15.10.2019","H",1,1.1,179,7.16,1.815,7,14,"104000165","15.10.2019"
"104000165_16.10.2013","H",1,1.01,192,6.621,1.791,7,14,"104000165","16.10.2013"
"104000165_17.10.2017","H",0.89,1.05,178,6.846,1.732,7,13,"104000165","17.10.2017"
"104000165_17.10.2018","H",0.89,1.03,168,6.72,1.903,7,13,"104000165","17.10.2018"
"104000165_18.10.2011","H",0.89,1.04,184,6.815,1.772,7,13,"104000165","18.10.2011"
"104000165_19.10.2016","H",1,1.08,219,7.065,1.822,7,14,"104000165","19.10.2016"
"104000166_01.06.2017","G",0.78,1.02,127,6.684,1.909,7,12,"104000166","01.06.2017"
"104000166_02.06.2001","H",0.89,1.07,188,6.963,1.855,7,13,"104000166","02.06.2001"
"104000166_02.06.2002","H",1,1.12,175,7.292,1.745,7,14,"104000166","02.06.2002"
"104000166_02.06.2013","H",1,1,130,6.5,1.811,7,14,"104000166","02.06.2013"
"104000166_02.06.2019","H",1,1.03,148,6.727,1.9,7,14,"104000166","02.06.2019"
"104000166_03.06.2014","H",1,1.02,147,6.682,1.774,7,14,"104000166","03.06.2014"
"104000166_04.06.1999","H",0.89,1.05,165,6.875,1.755,7,13,"104000166","04.06.1999"
"104000166_04.06.2006","H",0.89,1.07,160,6.957,1.87,7,13,"104000166","04.06.2006"
"104000166_04.06.2011","H",1,1.05,171,6.84,1.776,7,14,"104000166","04.06.2011"
"104000166_06.06.1997","H",0.89,1.08,134,7.053,1.746,7,13,"104000166","06.06.1997"
"104000166_09.06.2003","H",0.89,1.1,173,7.208,1.66,7,13,"104000166","09.06.2003"
"104000166_10.06.2000","H",0.89,1.07,161,7,1.781,7,13,"104000166","10.06.2000"
"104000166_14.06.2012","H",1,1,131,6.55,1.807,7,14,"104000166","14.06.2012"
"104000166_14.06.2018","H",0.89,1.03,155,6.739,1.81,7,13,"104000166","14.06.2018"
"104000166_15.06.2005","H",0.89,1.02,153,6.652,1.888,7,13,"104000166","15.06.2005"
"104000166_15.06.2009","H",1,1.04,142,6.762,1.778,7,14,"104000166","15.06.2009"
"104000166_23.05.2010","H",1,1.07,160,6.957,1.826,7,14,"104000166","23.05.2010"
"104000166_25.05.2008","H",1,1.04,142,6.762,1.84,7,14,"104000166","25.05.2008"
"104000166_27.05.2007","H",1,1.11,159,7.227,1.896,7,14,"104000166","27.05.2007"
"104000166_28.05.2016","G",0.78,1.03,155,6.739,1.862,7,12,"104000166","28.05.2016"
"104000166_30.05.2015","H",1,0.98,135,6.429,1.825,7,14,"104000166","30.05.2015"
"104000166_31.05.1998","H",0.89,1.09,149,7.095,1.723,7,13,"104000166","31.05.1998"
"104000166_31.05.2004","H",1,1.05,158,6.87,1.802,7,14,"104000166","31.05.2004"
"104000175_02.10.2012","H",1,0.93,99,6.188,1.239,6,14,"104000175","02.10.2012"
"104000175_03.10.2017","H",1,1.05,126,7,1.312,7,14,"104000175","03.10.2017"
"104000175_05.10.2016","H",1,0.94,107,6.294,1.288,7,14,"104000175","05.10.2016"
"104000175_15.09.2009","H",1,0.93,106,6.235,1.184,7,14,"104000175","15.09.2009"
"104000175_15.09.2010","H",1.11,1,127,6.684,1.222,7,15,"104000175","15.09.2010"
"104000175_16.09.1997","H",1.11,0.96,96,6.4,1.313,7,15,"104000175","16.09.1997"
"104000175_16.09.2014","H",1.11,0.99,92,6.571,1.329,7,15,"104000175","16.09.2014"
"104000175_17.09.2008","H",1,0.99,106,6.625,1.354,7,14,"104000175","17.09.2008"
"104000175_18.09.2001","H",1.11,0.97,97,6.467,1.576,7,15,"104000175","18.09.2001"
"104000175_19.09.2007","H",1.11,1.06,99,7.071,1.212,7,15,"104000175","19.09.2007"
"104000175_22.09.2015","H",1.11,0.99,86,6.615,1.284,7,15,"104000175","22.09.2015"
"104000175_24.09.2013","H",1,1.01,121,6.722,1.353,7,14,"104000175","24.09.2013"
"104000175_26.09.2000","H",1,0.96,96,6.4,1.354,7,14,"104000175","26.09.2000"
"104000175_26.09.2011","H",1,0.93,105,6.176,1.227,7,14,"104000175","26.09.2011"
"104000175_27.09.2006","H",1.11,1,93,6.643,1.26,7,15,"104000175","27.09.2006"
